County,State,Population,Per Capita Income,Poverty Count,Poverty Rate
Lapeer County,Michigan,88038,30344,8691,9.871873509166496
Leelanau County,Michigan,21652,39073,1310,6.0502493995935716
Lenawee County,Michigan,98381,27850,10608,10.782569805145302
Livingston County,Michigan,189754,40351,9808,5.168797495704966
Luce County,Michigan,6338,22350,896,14.13695171978542
Mackinac County,Michigan,10780,28966,1744,16.178107606679035
Macomb County,Michigan,870325,32238,90984,10.454025794961652
Manistee County,Michigan,24457,26668,2652,10.84352128225048
Marquette County,Michigan,66686,27979,9833,14.745223885073328
Mason County,Michigan,28954,29549,4294,14.830420667265317
Mecosta County,Michigan,43251,23431,8541,19.74752028854824
Menominee County,Michigan,23074,27942,2889,12.520585940885844
Midland County,Michigan,83355,36142,8557,10.265730909963409
Missaukee County,Michigan,15028,23838,2111,14.047112057492681
Monroe County,Michigan,149727,31481,16493,11.015381327349107
Montcalm County,Michigan,63413,24200,8706,13.72904609464936
Montmorency County,Michigan,9265,23958,1507,16.265515380464112
Muskegon County,Michigan,173297,25435,25719,14.840995516367855
Newaygo County,Michigan,48366,25451,7928,16.39168010585949
Oakland County,Michigan,1253185,44629,101559,8.10407082753145
Oceana County,Michigan,26416,24345,3916,14.824348879466989
Ogemaw County,Michigan,20898,23787,3491,16.704947841898747
Ontonagon County,Michigan,5877,25022,793,13.493278883784242
Osceola County,Michigan,23290,22692,4102,17.612709317303562
Oscoda County,Michigan,8248,24889,1321,16.01600387972842
Otsego County,Michigan,24490,27234,3302,13.483054307880767
Ottawa County,Michigan,286558,31872,23569,8.224861982565484
Presque Isle County,Michigan,12714,28103,1642,12.91489696397672
Roscommon County,Michigan,23851,25807,3924,16.452140371472897
Saginaw County,Michigan,191821,28030,33351,17.386521809395216
St. Clair County,Michigan,159247,30703,19954,12.530220349519928
St. Joseph County,Michigan,60836,26248,8884,14.603195476362679
Sanilac County,Michigan,41295,25871,6150,14.892844169996366
Schoolcraft County,Michigan,8048,24647,1321,16.414015904572565
Shiawassee County,Michigan,68340,28437,6906,10.105355575065847
Tuscola County,Michigan,52939,25996,7380,13.940573112450178
Van Buren County,Michigan,75358,28049,11060,14.676610313437195
Washtenaw County,Michigan,367000,41399,48500,13.215258855585832
Wayne County,Michigan,1757299,27282,387362,22.043033086572063
Wexford County,Michigan,33256,25149,4665,14.027543901852296
Aitkin County,Minnesota,15834,29275,1896,11.974232663887836
Anoka County,Minnesota,350253,36978,20427,5.832069960856867
Becker County,Minnesota,34011,31729,3678,10.814148363764664
Beltrami County,Minnesota,46403,25418,8306,17.899704760468076
Benton County,Minnesota,40129,29831,4071,10.144783074584465
Big Stone County,Minnesota,4996,29459,491,9.827862289831865
Blue Earth County,Minnesota,66795,29677,11148,16.689871996406914
Brown County,Minnesota,25163,31237,1670,6.6367285299845005
Carlton County,Minnesota,35633,29440,3851,10.807397637021863
Carver County,Minnesota,101949,47221,4126,4.047121600015694
Cass County,Minnesota,29268,30326,3909,13.355883558835588
Chippewa County,Minnesota,11953,30772,1095,9.160880113778967
Chisago County,Minnesota,55315,35021,3210,5.803127542257977
Clay County,Minnesota,63446,30768,7329,11.551555653626707
Clearwater County,Minnesota,8821,27178,1260,14.284094773835164
Cook County,Minnesota,5376,33194,670,12.462797619047619
Cottonwood County,Minnesota,11299,27459,1214,10.744313656075759
Crow Wing County,Minnesota,64217,32368,6810,10.604668545712194
Dakota County,Minnesota,421453,41552,25333,6.010871912170515
Dodge County,Minnesota,20669,34399,1053,5.094586095118293
Douglas County,Minnesota,37513,36535,2814,7.501399514834857
Faribault County,Minnesota,13801,29991,1543,11.180349250054345
Fillmore County,Minnesota,20949,30392,2201,10.506468089168933
Freeborn County,Minnesota,30463,29316,3295,10.816400223221613
Goodhue County,Minnesota,46246,34803,4230,9.146737015093196
Grant County,Minnesota,5935,32871,566,9.53664700926706
Hennepin County,Minnesota,1245837,45768,127872,10.263943035886717
Houston County,Minnesota,18648,33032,1451,7.780995280995281
Hubbard County,Minnesota,21019,29896,2452,11.665635853275608
Isanti County,Minnesota,39430,34054,2850,7.227998985544002
Itasca County,Minnesota,45141,30286,5376,11.90935070113644
Jackson County,Minnesota,9954,34325,768,7.715491259795057
Kanabec County,Minnesota,16089,28427,1578,9.807943315308595
Kandiyohi County,Minnesota,42841,31039,4409,10.29154314791905
Kittson County,Minnesota,4311,30539,466,10.809556947344005
Koochiching County,Minnesota,12515,29834,1665,13.30403515781063
Lac qui Parle County,Minnesota,6719,32437,547,8.141092424467928
Lake County,Minnesota,10560,34207,902,8.541666666666666
Lake of the Woods County,Minnesota,3771,25640,399,10.580747812251392
Le Sueur County,Minnesota,28242,33311,2389,8.459032646413144
Lincoln County,Minnesota,5677,30253,598,10.533732605249252
Lyon County,Minnesota,25758,29634,3473,13.483189688640424
McLeod County,Minnesota,35832,32465,3018,8.422638981915606
Mahnomen County,Minnesota,5501,21279,1254,22.79585529903654
Marshall County,Minnesota,9372,30746,637,6.796841655996586
Martin County,Minnesota,19852,31066,2685,13.5250856336893
Meeker County,Minnesota,23105,32368,1524,6.5959748972083965
Mille Lacs County,Minnesota,25865,27758,3127,12.089696501063212
Morrison County,Minnesota,33064,29680,3317,10.032059037019113
Mower County,Minnesota,39807,29720,5277,13.256462431230688
Murray County,Minnesota,8296,31874,580,6.9913211186113795
Nicollet County,Minnesota,33954,33031,3117,9.180067149673086
Nobles County,Minnesota,21734,25939,2889,13.292537038741143
Norman County,Minnesota,6520,30422,562,8.61963190184049
Olmsted County,Minnesota,154809,41066,12864,8.309594403426157
Otter Tail County,Minnesota,58195,32059,5328,9.155425723859437
Pennington County,Minnesota,14183,31159,1535,10.822816047380666
Pine County,Minnesota,29223,26407,3027,10.358279437429422
Pipestone County,Minnesota,9191,30540,1056,11.489500598411489
Polk County,Minnesota,31521,30078,3579,11.35433520510136
Pope County,Minnesota,11048,34166,779,7.051049963794352
Ramsey County,Minnesota,544442,35013,74112,13.61246928047432
Red Lake County,Minnesota,4015,30037,416,10.361145703611458
Redwood County,Minnesota,15261,28611,1508,9.881397025096652
Renville County,Minnesota,14652,31253,1420,9.691509691509692
Rice County,Minnesota,66185,31221,5301,8.009367681498828
Rock County,Minnesota,9402,31345,824,8.764092746224208
Roseau County,Minnesota,15361,30193,1219,7.935681270750602
St. Louis County,Minnesota,199759,31537,26991,13.51178169694482
Scott County,Minnesota,145275,42155,7896,5.435209086215798
Sherburne County,Minnesota,94463,35439,5912,6.258535087812159
Sibley County,Minnesota,14892,32016,1170,7.856567284448025
Stearns County,Minnesota,158452,30994,19552,12.339383535707976
Steele County,Minnesota,36683,32477,3236,8.82152495706458
Stevens County,Minnesota,9789,32542,1178,12.03391561957299
Swift County,Minnesota,9359,31765,1155,12.341062079281974
Todd County,Minnesota,24494,26678,2871,11.721237854168368
Traverse County,Minnesota,3311,32548,319,9.634551495016613
Wabasha County,Minnesota,21537,34442,1651,7.665877327390073
Wadena County,Minnesota,13654,24214,1907,13.966603193203456
Waseca County,Minnesota,18740,29929,1718,9.167556029882604
Washington County,Minnesota,255938,45822,10822,4.228367807828459
Watonwan County,Minnesota,10972,28341,1451,13.224571636893911
Wilkin County,Minnesota,6291,34543,564,8.965188364329995
Winona County,Minnesota,50725,30013,6074,11.974371611631346
Wright County,Minnesota,134438,36260,6122,4.553771998988381
Yellow Medicine County,Minnesota,9814,29908,1130,11.514163439983696
Adams County,Mississippi,31266,18386,9052,28.95157679268215
Alcorn County,Mississippi,37090,23909,5440,14.667026152601778
Amite County,Mississippi,12412,21568,3281,26.4340960360941
Attala County,Mississippi,18437,21276,4834,26.21901610891143
Benton County,Mississippi,8232,20643,1652,20.068027210884352
Bolivar County,Mississippi,31848,18843,10593,33.2611152976639
Calhoun County,Mississippi,14499,19229,3066,21.146285950755225
Carroll County,Mississippi,10070,22385,1676,16.643495531281033
Chickasaw County,Mississippi,17193,19926,3441,20.01395916942942
Choctaw County,Mississippi,8277,22257,1600,19.330675365470583
Claiborne County,Mississippi,9089,14320,3419,37.616899548905266
Clarke County,Mississippi,15770,23988,2997,19.004438807863032
Clay County,Mississippi,19640,20599,4941,25.15784114052953
Coahoma County,Mississippi,23255,18985,7882,33.89378628251989
Copiah County,Mississippi,28501,20093,6611,23.195677344654573
Covington County,Mississippi,18978,19180,4515,23.790705026873223
DeSoto County,Mississippi,178975,30195,16261,9.08562648414583
Forrest County,Mississippi,75224,22534,18604,24.731468680208444
Franklin County,Mississippi,7733,23067,1153,14.910125436441227
George County,Mississippi,23917,22732,4018,16.799765856921855
Greene County,Mississippi,13645,16006,1801,13.198973983144008
Grenada County,Mississippi,21088,23135,4362,20.68474962063733
Hancock County,Mississippi,46961,27462,8619,18.353527395072508
Harrison County,Mississippi,204502,25415,39981,19.55042004479174
Hinds County,Mississippi,238797,23734,48955,20.50067630665377
Holmes County,Mississippi,17737,15291,7202,40.60438631110109
Humphreys County,Mississippi,8389,18513,3020,35.99952318512338
Issaquena County,Mississippi,1361,16388,383,28.14107274063189
Itawamba County,Mississippi,23462,22806,3021,12.876140141505413
Jackson County,Mississippi,142376,27141,22794,16.00972073945047
Jasper County,Mississippi,16505,22523,3661,22.181157225083307
Jefferson County,Mississippi,7225,14659,2530,35.01730103806228
Jefferson Davis County,Mississippi,11339,20638,2781,24.525972307963663
Jones County,Mississippi,68352,23163,14483,21.188845973782772
Kemper County,Mississippi,9943,16995,2579,25.93784572060746
Lafayette County,Mississippi,53590,27765,10788,20.13062138458668
Lamar County,Mississippi,61969,30062,11217,18.100985976859395
Lauderdale County,Mississippi,76279,24698,15181,19.901938934700244
Lawrence County,Mississippi,12633,22980,2352,18.617905485632864
Leake County,Mississippi,22792,19893,5824,25.552825552825553
Lee County,Mississippi,85072,26369,12254,14.404269324807222
Leflore County,Mississippi,29222,18419,10260,35.110533159947984
Lincoln County,Mississippi,34320,23541,7094,20.67016317016317
Lowndes County,Mississippi,59150,26438,11722,19.817413355874894
Madison County,Mississippi,104562,38901,9883,9.451808496394484
Marion County,Mississippi,24990,19545,6193,24.781912765106043
Marshall County,Mississippi,35599,21853,6275,17.626899632012137
Monroe County,Mississippi,35673,23844,6125,17.169848344686457
Montgomery County,Mississippi,10068,24054,2686,26.678585617798966
Neshoba County,Mississippi,29332,19540,7388,25.187508523114687
Newton County,Mississippi,21360,20787,5305,24.83614232209738
Noxubee County,Mississippi,10700,18525,3406,31.83177570093458
Oktibbeha County,Mississippi,49512,22512,13499,27.26409759250283
Panola County,Mississippi,34190,19892,6877,20.11406844106464
Pearl River County,Mississippi,55219,23920,9188,16.63920027526757
Perry County,Mississippi,12006,23166,2254,18.773946360153257
Pike County,Mississippi,39532,17621,12637,31.96650814530001
Pontotoc County,Mississippi,31618,21191,5055,15.98772850907711
Prentiss County,Mississippi,25255,19693,5275,20.886953078598296
Quitman County,Mississippi,7187,15026,2497,34.74328648949492
Rankin County,Mississippi,152677,30835,12245,8.020199506146962
Scott County,Mississippi,28332,22203,7141,25.204715516024283
Sharkey County,Mississippi,4404,19958,1178,26.748410535876477
Simpson County,Mississippi,26888,23520,5098,18.960130913418624
Smith County,Mississippi,16009,23698,3002,18.75195202698482
Stone County,Mississippi,18276,23820,3466,18.964762530094113
Sunflower County,Mississippi,26168,15646,6937,26.509477224090496
Tallahatchie County,Mississippi,14158,16742,3713,26.225455572821023
Tate County,Mississippi,28404,23340,4775,16.811012533445993
Tippah County,Mississippi,22018,19501,4321,19.62485239349623
Tishomingo County,Mississippi,19441,20390,3787,19.479450645542926
Tunica County,Mississippi,9988,20579,2322,23.24789747697237
Union County,Mississippi,28507,21705,4255,14.926158487389063
Walthall County,Mississippi,14477,21123,3431,23.69966153208538
Warren County,Mississippi,46519,25661,9487,20.393817579913584
Washington County,Mississippi,46057,20174,15399,33.43465705538789
Wayne County,Mississippi,20373,23668,4136,20.301379276493396
Webster County,Mississippi,9768,22011,2136,21.867321867321866
Wilkinson County,Mississippi,8875,15475,2673,30.11830985915493
Winston County,Mississippi,18229,25263,4104,22.513577266992154
Yalobusha County,Mississippi,12367,20690,2234,18.064203121209673
Yazoo County,Mississippi,28565,19972,7503,26.266409942237
Adair County,Missouri,25369,22847,5421,21.368599471796287
Andrew County,Missouri,17503,29338,1362,7.781523167457008
Atchison County,Missouri,5229,31248,620,11.85695161598776
Audrain County,Missouri,25644,23024,3540,13.80439868975199
Barry County,Missouri,35530,25068,7370,20.743034055727556
Barton County,Missouri,11797,26509,2366,20.055946427057727
Bates County,Missouri,16296,27635,1908,11.708394698085419
Benton County,Missouri,19107,24317,3346,17.511906631077615
Bollinger County,Missouri,12225,21340,1840,15.05112474437628
Boone County,Missouri,177651,30415,30183,16.990053531924953
Buchanan County,Missouri,88460,26347,14519,16.41306805335745
Butler County,Missouri,42656,21652,9893,23.192516879219806
Caldwell County,Missouri,9039,24581,1381,15.278238743223808
Callaway County,Missouri,44889,25849,4335,9.65715431397447
Camden County,Missouri,45466,28275,6599,14.5141424361061
Cape Girardeau County,Missouri,78491,28267,12328,15.706259316354743
Carroll County,Missouri,8781,25715,1255,14.292221842614735
Carter County,Missouri,6147,22104,801,13.030746705710103
Cass County,Missouri,103597,32868,9173,8.854503508788865
Cedar County,Missouri,14043,22623,2183,15.545111443423771
Chariton County,Missouri,7483,23903,1013,13.537351329680607
Christian County,Missouri,85658,28216,8433,9.844964860258235
Clark County,Missouri,6779,26490,990,14.60392388257855
Clay County,Missouri,242516,34560,19551,8.061736132873708
Clinton County,Missouri,20500,29081,1761,8.590243902439026
Cole County,Missouri,76723,30422,7416,9.665941112834481
Cooper County,Missouri,17660,23961,1936,10.962627406568517
Crawford County,Missouri,24154,22220,4384,18.150202864949904
Dade County,Missouri,7578,23186,1586,20.929005014515702
Dallas County,Missouri,16617,23647,2186,13.15520250346031
Daviess County,Missouri,8295,24929,1176,14.177215189873419
DeKalb County,Missouri,12526,20125,1120,8.941401884081111
Dent County,Missouri,15545,22711,3428,22.05210678674815
Douglas County,Missouri,13306,21083,2674,20.09619720426875
Dunklin County,Missouri,30027,21801,7505,24.994171911945916
Franklin County,Missouri,103191,30278,10638,10.309038578945838
Gasconade County,Missouri,14711,28617,1296,8.809734212494053
Gentry County,Missouri,6616,24269,958,14.480048367593712
Greene County,Missouri,289756,27525,45603,15.738414390038516
Grundy County,Missouri,9992,23497,1677,16.783426741393114
Harrison County,Missouri,8491,22032,1373,16.170062419031915
Henry County,Missouri,21735,26944,4509,20.74534161490683
Hickory County,Missouri,9404,20736,1607,17.08847299021693
Holt County,Missouri,4432,27520,434,9.792418772563177
Howard County,Missouri,10058,23753,1326,13.183535494134022
Howell County,Missouri,40104,21048,8782,21.898065030919607
Iron County,Missouri,10164,21499,2187,21.51711924439197
Jackson County,Missouri,696216,31480,100359,14.414922954945016
Jasper County,Missouri,119920,24484,20089,16.752001334222815
Jefferson County,Missouri,223951,29999,21195,9.464123848520435
Johnson County,Missouri,53682,25380,7098,13.222309153906336
